sentence,pred,label,loss
oh just to see just just to check on a lab,.,a,5.7143754959106445
"i can only hope we can save them, thought jon.",',save,8.070525169372559
uh shoot i cannot even think of the name of it now,of,name,7.340080261230469
and yet...they looked at me with awe.,look,.,5.889371871948242
the aib delivers real-time information in the banner.,has,delivers,8.929783821105957
hm yeah i i enjoy volleyball i'm just not very good at it and i end up just,the,hm,14.200692176818848
well what of it?,course,it,1.7349520921707153
"that first glimpse of the towering, steepled abbey rising from the sea on its rock is a moment you will not forget.",##ne,sea,8.824313163757324
"there are two facts of significance.""",them,significance,8.740204811096191
cold mountain is advanced humbug.,.,advanced,13.346458435058594
"unfortunately, these are trappings that come with billion-dollar price tags attached.",you,these,2.185929298400879
"respectfully yours,",.,yours,4.99066162109375
yeah i just wish it was a little more convenient convenient to do you know,tell,to,4.377079010009766
comments on classified or restricted reports should be transmitted in the manner agreed to by gao and the agency.,',on,5.9114274978637695
"the best book in many years on washington media, says the weekly standard 's andrew ferguson.",as,best,14.580954551696777
"he and his schoolteacher wife, linda, probably did not know they were starting out on the poor side.",',the,7.8178887367248535
"any sure thing attracts too many hackneyed ideas, like wolff's, and too much foolish money.",re,too,3.855293035507202
shops are generally open from 9:30 a.m. to 7:00 p.m.,and,.,3.7776780128479004
"advertisement, replied tuppence promptly.",",",##nce,4.121156215667725
"and quite a different class from them two detectives from london, what goes prying about, and asking questions. ",.,pry,17.002321243286133
other publications can be cavalier without worrying about squashing an author's budding career.,and,an,5.060885429382324
what about meals? inquired the practical tommy.,',?,7.4718217849731445
only the squeamish will object to the giant toads and harmless little white cave-racer snakes.,',##ami,13.804248809814453
interest on treasury securities held by revolving funds.,the,interest,11.378271102905273
"accordingly, we submit a total of cases closed for 1999 of 924,000.",t,cases,15.576885223388672
the short man there--he's garm.,.,-,3.0153186321258545
we saw the murder in their eyes and the blood on their hands.,##ied,their,7.394726276397705
yes it really is and that way we're not really missing anything out you know of those children uh-huh,don,really,8.294918060302734
no no i'm i'm new england massachusetts,.,m,9.632843971252441
we all knowed he was comin'.,there,com,2.4185967445373535
'you killed my friend.,her,my,4.496252536773682
"behind the stage was the gladiators' barracks, where 63 skeletons were found.",rap,glad,10.499658584594727
and uh so that's that's one thing that's good,wasn,',1.7174851894378662
i would not worry about my youngster.,son,##ster,6.375490188598633
two yeah yeah and then of course indianapolis which is only a hundred miles away from us has the colts yeah,ask,colts,16.587059020996094
go to london quite a lot and see shows down there,and,london,12.00270938873291
"the basement is a square kilometre in size, and that's the lab.",and,in,5.625354290008545
"consequently, the motivational mechanism is not clear.",dynamic,not,7.319073677062988
this usually does not take up as much room as the scr reactor itself.,takes,not,6.880525588989258
suddenly julius came to such an abrupt halt that tommy cannoned into him.,exploded,into,9.8316068649292
"real jade is extremely expensive, and you may be offered counterfeit jade, which looks exactly like the genuine article.",.,exactly,17.075420379638672
"well, i've always had a secret hankering to be a detective!",and,to,2.9931912422180176
he has not had a new thought for 20 years.,years,years,0.45371103286743164
do they are they yeah okay they're so they're still he's still doing it then huh oh i'll have to tune in,.,doing,6.256352424621582
its two cinemas present a varied program of new international and archival films.,.,its,10.860942840576172
oh i see so if you have fresh dirt they'll,t,fresh,11.73874282836914
"be it enacted by the senate and house of representatives of the united states in congress assembled,",of,the,3.233149528503418
"(actually, you could have as many judges as you wanted, as long as you ignored all but one of them.)",and,one,8.231468200683594
and what will a shot be will a shot be an ounce,met,will,5.5695600509643555
i saw a path at the side of the road.,.,the,11.136908531188965
well they may yeah i think eventually but some men do not see some men just do not care,.,not,5.654047966003418
the liberal humanitarians (a k a red-tailed hawks),(,(,0.03659669682383537
"an' th' stolen mex hosses, they's drove up here an' maybe sold to some of th' same fellas what lost th' others.",.,an,5.713845729827881
"here's half a crown for my share."" tommy was holding the paper thoughtfully.",it,here,4.105477809906006
you ever serve that yourself when you have company,you,you,1.0595998764038086
attorneys praise zelon for her thorough understanding of the law.,fe,praise,15.70672607421875
but then i realize how superficial that attitude is.,think,superficial,15.384617805480957
"probably no one will even notice you at all.""",know,all,10.731217384338379
"which brings us to the third side of rockefeller's personality and the main theme of the book, that of empire-building.",.,of,1.2092795372009277
i only wanted to tell you something.,know,tell,9.381633758544922
unionization is a bad idea that will only make things worse.,so,bad,7.273767471313477
defending the decision to deny benefits will deliver the government's message in the litigation.,he,defending,15.58552074432373
"at its southern end you'll find the old cataract hotel, harking back to the days of edwardian elegance.",',ha,9.360929489135742
oh yeah before they started all this stuff,.,started,6.155893802642822
during the comment period aphis also held four public hearings at which both oral and written comments were received.,##olo,also,12.46086597442627
its spacious grounds are a magnificent example of the strolling gardens favored during the edo period.,end,a,7.0983381271362305
and so um yeah uh yeah i guess i usually do i like to cook um heavy sauces and um,many,um,10.77736759185791
that could be it  could be it,not,it,6.303871154785156
leather goods.,.,goods,17.092981338500977
"city residential, business all businessb and mixed rural park &amp; total all foot curb loop total",-,all,8.886786460876465
lsc's state planning initiative is premised on the belief that lsc-funded programs ,s,state,10.323100090026855
oh that's a nightmare,was,oh,9.092012405395508
"then, by heaven, snarled the russian, ""we will see  "" but mrs. vandemeyer also rose to her feet, her eyes flashing.",.,flashing,13.959501266479492
now we accept our standing and limitations.,.,and,4.956323623657227
and i'm sitting there thinking to myself uh-huh sure,was,huh,13.956782341003418
"it sure is, drawled tuppence, ""especially when old man rysdale backs the bill.",.,draw,14.029553413391113
"on the other hand, mrs. inglethorp had no candlestick in the room, only a readinglamp.""",in,##tick,17.841064453125
the kal pushed ca'daan aside with one powerful hand.,.,the,3.4945127964019775
i do not know i think they'll go i think they'll they're good but they're not great but i think they'll,',',0.15973415970802307
"of course, we might do something about it, if you really converted.",##n,converted,14.583488464355469
you have to have a lawyer to show them you mean business.,is,have,4.604550838470459
research and development annual stewardship information for the fiscal year ended september,mid,steward,3.6579437255859375
"'daniel!' i hissed, slamming the door shut behind me.",behind,behind,0.0768800601363182
all of the men continued to watch him as if his actions were highly significant.,and,if,6.164937496185303
campbell's body was never recovered.,',',0.0015729209408164024
"along these same lines, i was recently in a retail store and the clerk had on a summer dress.",working,had,6.366583824157715
why not? the girl hesitated.,',girl,7.718768119812012
"for years, federal agencies have struggled with delivering promised system capabilities on time and within budget.",.,struggled,22.460140228271484
what do you mean?,what,mean,10.304069519042969
"as i write, the house is alive with flowers and foliage, and it is starting to snow again.",the,as,6.267980098724365
equally stunning views of funchal and surroundings can be enjoyed at pico dos barcelos.,the,fun,10.697155952453613
make sure that they did not have to do it again  make hot dogs or some potato chips or,the,it,3.655841827392578
totals may not sum due to rounding.,.,to,3.3448991775512695
and it it was tough understanding understanding those folks,is,tough,11.21926498413086
and no one will be nicer.,.,will,11.585885047912598
jon placed a hand on san'doro's shoulder and stood.,',placed,8.434776306152344
pro se assistance empowers people to help themselves and makes our court system work better.,",",themselves,9.022112846374512
yeah well let's see our our topic is uh elections,capt,is,9.633315086364746
cruises around lake annecy start from the thiou river.,-,lake,8.397355079650879
"second, several special rate arrangements would be discontinued.",the,second,3.899512529373169
"a good sword, high ground, or exceptional skill may push the odds but never by much.",',high,8.513989448547363
mais me voila. the door shut.,##ila,vo,4.937211990356445
"his manner was unfortunate, i observed thoughtfully. ",him,thoughtfully,6.5944437980651855
there was no reason for him to claim the kinship.,explain,claim,4.5535430908203125
"when agencies lose major accounts, they often fire nearly everyone involved with the account.",and,they,5.017868518829346
this is so great because i have not been getting any of this lately.,',is,6.795646667480469
'it's nice to see you all.',it,',8.326861381530762
"after successfully completing the performance evaluation period, the employee then begins earning a full salary.",",",begins,7.43192195892334
"seeing himself unattractively represented in hundreds of editorial cartoons as a leathery-faced half-man, half-elephant.",##sw,-,8.109292984008789
they were locking the place down.,doors,the,4.115100860595703
ca'daan looked over the camp in shock.,bo,',4.741865158081055
with just one exception.,.,one,12.731281280517578
he had elaborated a careful plan for the following evening.,he,he,1.5433591604232788
"guides to the institut like to point out the east pavilion, site of the old 14th-century tour de nesle.",according,guides,12.590238571166992
"of course, a no-pardon promise would be meaningless; clinton could simply break it on his last day of office.",and,his,10.6720609664917
i wonder how long that last,.,how,9.791618347167969
i see oh my,you,i,1.4364442825317383
"today an economy of truth sometimes just means a lie, albeit one whose seriousness may be debatable.",day,albeit,16.353500366210938
"the other half is where the gamblers come from, how they arrive here, and how they are served once they arrive.",',half,10.753386497497559
"i just sort of needed it.""","""",i,6.469569206237793
harsh weather,.,harsh,21.997915267944336
"he surmised, therefore, that reduction in recidivism might be a suitable outcome for emergency physicians.",sur,he,12.12436580657959
i began to find myself in the same circle that i was in before.,",",same,20.696821212768555
"in some cases, modern buildings were erected in their place that are not admired today.",and,their,11.34036922454834
"though less sinister than his war club, two hits on adrin proved that it served the job well.",.,on,7.123038291931152
"for several years he held court in valladolid, though eventually he returned to madrid.",and,",",4.414648532867432
(nbc promotes the show here.),(,show,13.229203224182129
hellenistic and roman periods,medieval,hellenistic,4.787605285644531
there was that lieutenant with the supply wagons.,',lieutenant,12.200489044189453
this is more than just a job.,.,job,18.569091796875
"they are connected by rim of the world drive, a scenic highway reaching elevations of 8,000 ft (2,440 m).",',reaching,12.536316871643066
"two wide bays offer natural harbors, and tiny navy island sits just offshore.",.,wide,10.782649993896484
so what do we do? asked the kal.,",",do,5.7705583572387695
"in a way, the one-world battle is over.",a,a,1.2663638591766357
"yes and perhaps it does not, snarled whittington.",no,perhaps,10.512150764465332
that sounds like it might be a really good idea,not,a,2.6892542839050293
yeah the uh this this guy did too he ended up going to leavenworth which is good i'm glad,this,which,5.21375846862793
studly guys work at the pentagon.,',##ly,9.103194236755371
and there's the history of yoakum county texas there,.,yo,24.51171875
okay i'll let you go ahead,straight,let,13.426496505737305
a) spun the president's denial for months without bothering to check if it was true.,##s,months,14.976970672607422
"the cruise ships crank up their flood lights, and the parties begin.",##cr,and,6.787908554077148
and those are just the towns along lake como.,and,those,9.942253112792969
unless you're eating like a baked potato or something,are,',7.909173965454102
"on wednesday, april 30, police in pecos, 80 miles from ft.",',pe,15.039705276489258
i cannot think of her name i got it right on the tip of my tongue and cannot say it helen something,and,i,6.790295600891113
maybe kubrick would have made nothing but masterpieces if he'd put big greek or venetian masks on all his actors.,.,would,4.680243015289307
work and our congressionally driven examinations of how well agencies are pursuing,work,well,8.408287048339844
jon could not imagine what they had faced in their own tunnel.,-,what,7.8130364418029785
"today, the action is in the food markets and boutiques on the grand canal's west bank.",of,s,10.177668571472168
boilermaker labor per year.,hour,year,4.090378761291504
today it houses a small museum?­.,was,houses,12.110499382019043
you know if somebody's hungry,',',5.972207145532593e-05
and (as tom wonders in the book's opening line) are we all characters in one of god's dreams?,end,dreams,15.311834335327148
i mean they are but i do not label it as such,do,are,4.420456409454346
and i do not know what the solution is,i,and,3.297173261642456
was this uh done not by ti people was it,-,not,9.250922203063965
yeah yeah well we did not have much we had some good ice but not a lot thank goodness not,##cr,we,7.003863334655762
an idiosyncrasy of genius.,##cr,##cr,0.0074829524382948875
master charge,.,master,18.294490814208984
clinton brought it to the galley to show the flight attendants.,.,the,7.930553913116455
but a lot of women are knowledge as knowledge about football as i am,.,as,1.6163254976272583
yeah ooh i wish i could do that,.,do,7.196100234985352
"tim, we never should have got into this quagmire, but now we have no choice but to ...",.,we,7.74296760559082
and i had the book and i had not read it in so long so i read it the other day to see if i could so i can watch the movie,wish,read,6.6747636795043945
"sunraider yearns to know who his mother is, and hickman wants to know how bliss became sunraider.",awake,##der,14.993952751159668
the chicago museum of contemporary art just hired its new head away from disney.,',of,6.652858734130859
the shore comprises a quayside and several cobbled lanes with restaurants where you can have a pleasant lunch.,',a,6.8759236335754395
i'm in rochester new york everybody else but one has been in texas,the,i,5.613137245178223
that's why they'll make sure to stop him.,cr,ll,8.104583740234375
"advertisers frequently urge us to rebel, and they frequently urge us to conform.",',frequently,8.495841026306152
'i do hope you will come around to seeing things my way.',that,my,3.5591957569122314
you know the company insurance and and,.,you,11.829424858093262
have to go replace them with uh something a little hardier,',uh,12.560503959655762
but these are the trivia of what he left me and my sister.,.,my,17.88619613647461
"the men promise money to the brides' families, then often treat the wives as sex slaves, or worse.",cater,promise,8.876663208007812
"the car was waiting, and i drove back.",think,back,10.540377616882324
you know it's it's pretty nice and friendly out there and you cannot find that in all sports,',cannot,12.057831764221191
i mean cucumbers here grow like crazy,.,i,11.853313446044922
for the machine yeah,.,the,10.423913955688477
it's now a quiet residential refuge popular with artists and tourists seeking to escape the mobs.,of,escape,8.455877304077148
we strongly disagree with the vice president's objections to our audit and access authority.,.,s,6.536631107330322
only one son had survived to tell of the disaster.,to,to,0.8409598469734192
"everywhere silence, and shuttered windows.",dread,shutter,5.635693550109863
but anyway well um i cannot think of a whole lot more to say,even,lot,8.755702018737793
um so do you have a personal computer,.,do,8.007425308227539
what'd they do for that did they have to cast it and,the,what,4.447552680969238
um yeah but you need to continue to read so you you can people learn to read you know,not,you,5.394227027893066
"other distinctions are possible, such as bulk and nonbulk, but the speed distinction would seem to dominate.",##fat,##lk,18.249116897583008
youth is a failing only too easily outgrown.,.,##gr,11.862960815429688
"the fire burns, and it destroys. ",rises,burns,2.7143678665161133
write-off -an action to remove an amount from an entity's assets or financial resources.,',an,6.764811992645264
so let's see what well what kind of music do you not like,he,kind,13.570113182067871
"they--hey, what's that?""  he was looking up, and hanson followed his gaze.",',',0.4964486062526703
"or does cold iron ruin your conjuring here?  sather karf snorted in obvious disgust, but bork only grinned.",.,ka,12.754082679748535
5 million americans living in households with an income below the poverty level.,us,living,7.053489685058594
"the pacific war actually began 70 minutes before the attack on pearl harbor, on malaysia's east coast, near kota bharu.",the,east,2.3007264137268066
"the king himself died here in 1598, to be buried in a family tomb beneath the high altar of the basilica.",the,family,15.435358047485352
"about 2,500 victims of the revolutionary guillotine spent their last hours in the conciergerie.",of,in,4.104170322418213
"brittany's countryside is wilder and less civilized, with a jagged coastline to match.",is,is,1.3768818378448486
"77 ""the price, at any rate, would have to be enormous,"" she said lightly.",',",",7.6013102531433105
that that's right oh that's a big thrill for them,',',0.001520430902019143
"carryin' a blood foal, i'm thinkin'.",cr,m,9.01010513305664
"take the mid-levels escalator to hollywood road, known for its antiques and curio shopping.",.,shopping,19.694868087768555
"just west of the fort is the former royal palace of ras el-tin, built for mohammed ali in 1834.",.,in,12.587629318237305
no one need sit up. ,.,sit,18.89835548400879
we were alone in a corridor.,the,a,1.4119129180908203
"jesse helms opposes granting china permanent mfn status, calling it a reward for bad behavior.",.,reward,22.279987335205078
the authorities believe that the bounty hunters used their profession as a cover for armed robbery.,as,their,5.265503883361816
of the road.,"""",road,7.189759731292725
some were museum pieces.,there,some,3.8666396141052246
and uh we have a lot of bad stuff it just really  gets me depressed even to watch it,",",it,5.014446258544922
anything else? ,what,else,8.485445022583008
"on the other hand, horses of the same combination were the pride of several other families living around lexington.",and,of,4.573398590087891
and this month's votes are but a skirmish in the crusades.,.,##s,13.839452743530273
"saint-malo remains an important fishing port, ferry terminal, and yacht harbor.",etc,yacht,14.081502914428711
"gods, said san'doro.",he,",",5.3914923667907715
"others, he said, lost possessions to looters after the march 23 blaze, which left 78 people temporarily homeless.",has,",",8.315441131591797
and well i think the now it's all coming back to me what was the one not the deep but the abyss,',i,5.767679214477539
receive information.,p,receive,13.673892974853516
um-hum i usually just i'm trying to think of i guess i would tend myself to be more towards the the like three,and,to,6.118860244750977
barry agreed that difficult cases do take most of the time and resources currently spent on alcohol problems in the ed.,and,time,7.970033168792725
now they argue that the single entity suppresses salaries and violates antitrust laws.,",",they,7.403119087219238
does he have those as well,.,those,7.25925874710083
va announced its first carey award in 1992.,it,va,8.799266815185547
the second pedophilia scare has served a more pragmatic  legislative blackmail.,.,a,6.593605041503906
okay well i live in carrollton,',well,11.9718599319458
you said he went north.,went,went,0.8474912047386169
"desperately clambering toward the top of the train, i came close to a window.",and,a,6.95565128326416
the portion of this actuarial present value allocated to a valuation year is called the normal cost.,.,##ua,24.23405647277832
but he's the star of that uh team their pitching staff and when he sits out they fizzle,said,of,5.417108535766602
the first prong would represent basic reporting applicable to all public companies.,.,companies,21.522336959838867
suddenly tuppence sprang up with a cry.,to,a,1.8564233779907227
"adrin ducked underneath, spun, and the two men grappled again.",of,two,5.6535186767578125
yeah good and low,"""",yeah,7.892679214477539
but he had had his orders: no contact with the three travelers unless there was fear of attack.,under,of,2.4745771884918213
6 million from funding for court-appointed lawyers to the legal aid society.,to,the,7.043754577636719
a red flag means that swimming is dangerous and a black flag means that no swimming is allowed.,small,red,4.4260663986206055
the waters of the algarve provide some of the best big-game fishing in europe.,',al,9.3787260055542
the greater use of broadbanding is one of the options that deserves to be discussed.,',deserves,18.603076934814453
anything goes when mom's on the phone,',',0.0007289375062100589
5 concentrations and deposition are reported as a percent reduction.,.,reported,8.798064231872559
gauve laughed and celeste blushed.,cr,laughed,17.86508560180664
recruitment and retention of diverse leadership/governance,and,diverse,10.75316047668457
and their children are now living there okay,ha,and,5.369955062866211
we have to prepare for people to go to the mines.,to,people,11.734651565551758
a tall man in an even taller hat.,.,in,9.277836799621582
"so, buy your mom something nice, eventually, when you get around to it.",let,so,3.306461811065674
the result is fascinating without being exactly moving.,.,exactly,16.851863861083984
well i did not get uh into football until about danny dan marino's first year,played,into,8.540651321411133
the door was the same but i felt something in the air.,like,something,4.995643138885498
well what what what brand i mean what model would you look,be,what,10.369292259216309
thank you for your time and attention to this important matter.,',your,9.291516304016113
uh no we do not,can,no,5.597524642944336
starr's critics think these excesses and failures make him a bad man.,',him,6.188553810119629
"when the evidence is more inconsistent than consistent, the pattern is rejected.",result,evidence,5.818263053894043
"built in 1965 by laurance rockefeller, this was the first great resort to be carved out of the lava on the kohala coast.",last,first,2.504034996032715
"in the opinion of many, cuba is an isolated socialist dinosaur.",.,",",15.417695999145508
oh yeah the economy uh what i was thinking about is an economical issue concerning it uh,happened,i,3.4467835426330566
"all known targets, except pelosi, did vote for mfn and had been strong mfn supporters all along.",no,did,7.635128021240234
it is impossible to draw a bright line between ultimate fighting and boxing.,hard,ultimate,11.097023963928223
got more uh civilized and uh give them lethal injection so we definitely do have uh capital punishment,',give,14.888565063476562
the estrangement of too many parents from john mccain's life.,s,life,5.550817489624023
no no i have not uh i had not tried in fact we were we were planting flowers this weekend so uh i was pretty tied up,to,i,3.199643611907959
c) betrayed by linda tripp.,.,linda,17.213815689086914
'the bastard sounds like you.',told,like,4.62631893157959
how did it hope to compete with the great coastal settlements in other parts of the new world?,and,world,13.259008407592773
uh-huh where about,",",where,10.384056091308594
and there's a big difference,.,big,3.1379332542419434
and my wife is from plains if you know where plains is,to,where,6.860231399536133
what do you think of that? 38 i scrutinized the fragment. ,think,think,0.7913157343864441
uh for fully automatic weapons and uh all right now for instance in california where they passed the uh,.,all,10.458809852600098
i spent uh i spent a year up in colorado springs at ti up in colorado springs,the,ti,11.280710220336914
black leather three-corner hats shaded their eyes.,the,eyes,8.487845420837402
um drug testing does not bother me,"""",um,9.625954627990723
"slim said, ""i did not.",',",",4.949490547180176
yeah all we can do is keep plugging,to,do,5.4720940589904785
now i also uh even though i retired from education i uh i do modeling and i teach at a modeling agency here,.,i,15.371345520019531
how convincing i'd been; for a brief time i'd even conned myself.,con,how,6.317834854125977
i want you to spark their minds.,read,their,1.8501896858215332
yeah yeah myself about the only thing i really recycle around here is aluminum cans,",",the,3.6680188179016113
tuppence is my girl! ,god,girl,4.85624361038208
it thus provides an all-too-rare glimpse of provincial life in prewar japan.,life,provincial,15.890874862670898
this was-and remains-an enormous challenge.,the,remains,12.47530746459961
one factor is the integrity and ethical values maintained and demonstrated by management and staff.,cal,and,7.4275007247924805
there's something about [corgan's] whole grandiosity that is very four years ago.,ga,ago,12.966047286987305
"many estimable people are devoting themselves to ridding our popular culture of obscenity, sex, and violence.",of,rid,10.620136260986328
this is a club for russian golf.,the,club,9.833770751953125
and then i have a a mac that i use for graphics and,',a,6.105059623718262
he's not a moron.',',not,7.924238681793213
"and in a minute or two, poirot continued: ""let us look at the matter like this. ",short,a,4.891475200653076
oh he wanted to take the current secondary highway system and,',wanted,8.261959075927734
"this may be raps4, which is designed for the ed, but it needs further direct testing.",##ing,testing,4.75784969329834
"the project's purpose is to obtain and publicize information on model practices, programs, and systems.",and,",",3.0384764671325684
perhaps some of their methods would not work on the range.,be,on,6.677735328674316
the plan has been touted in the new york times magazine.,has,the,6.145089149475098
"his body was rigid as it lifted a foot, ten feet, then a hundred above the ground.",one,then,4.69271993637085
(click here for the museum's site and here for weegee samples.),##na,samples,14.801527976989746
"well, my friend, i saw there was just one chance. ",to,well,8.426666259765625
was not the old cat in a rage when she found out? ,being,cat,9.850333213806152
 eating well is a passion with the spanish.,in,with,2.5398991107940674
the other one you need to go see is sleeping with the enemy,:,to,2.659257411956787
uh-huh do you work out on like is it the weight machines or aerobics or what is it,',huh,8.349149703979492
south audley mansions was an imposing-looking block of flats just off park lane.,',lane,10.300430297851562
yeah well our our limit is you know fairly low,are,you,12.524702072143555
that's real nice,it,that,2.1798789501190186
i like to listen to some of that music,to,to,0.13941220939159393
"benedykt ossolinsky, age 39, began to grow childish.",ready,began,4.489563941955566
"nora's jittery, skittery behavior is charming in a way.",##mming,##y,3.5229365825653076
"in 1994, gao projected the cost at $2.",us,at,7.150937080383301
"but there is one place where will's journalism does seem to matter, where he does toss  baseball.",in,where,1.848902702331543
that's major dad at eight i think it is,i,i,0.9601093530654907
that's that's what a bombay looks like,',',0.019887687638401985
the last year i think,.,i,17.1937313079834
"i have been in kentucky, kirby.",',have,7.689488410949707
"first, the parc de la villette offers a range of activities, and second, it puts the accent firmly on participation.",",",parc,13.569579124450684
plans are in place to turn the house into a museum charting the life and works of this extraordinary man.,man,house,8.306180953979492
jon ran his rapier through the horse's flank and into the man's groin.,.,groin,23.692323684692383
"today it's a delightful resort of both modest and elegant hotels and villas, all stunningly situated.",',a,3.975804090499878
the damned thing works.,the,the,0.4267161190509796
if you if you read the book it's uh even better the book was excellent,you,you,0.055609315633773804
(the brooklyn academy of music plugs the play at its site.),(,at,5.0552873611450195
"instead, the payment constitutes a general fund subsidy of the smi trust fund.",of,a,4.163370132446289
"so, do we vote for virtuosity in imitation or virtuosity in itself?",##n,##sity,20.35638999938965
"if altavista's list of search refinements was generated by a human, for instance, it might be more helpful.",.,search,21.979936599731445
oh well well you you'll get it over with here,"""",oh,3.3719980716705322
the modes of any period can easily be made to look stupid.,kind,period,8.249269485473633
the explorer struggled to keep his self-control.,:,to,2.6652588844299316
it's um it's it's amazingly less expensive than it is,and,expensive,14.107965469360352
politicians call it constituent service.,.,constituent,19.47887420654297
he says this will make our system the best.,we,this,4.4249348640441895
"the participating lawyers say ginsburg, a diehard red sox fan known for his trademark bow ties, is tough to turn down.",no,##sburg,13.396204948425293
news says the death of jfk jr. seemed almost ordained.,',says,9.089303970336914
it's really refreshing so,was,s,8.900404930114746
was it possible that she had come to his help? ,never,she,4.025254249572754
the complex now serves as a guesthouse for visiting creative artists.,-,for,6.591075897216797
the finely arched front doors are often at the top of a sturdy staircase over the street-level cellar.,',finely,15.8879976272583
yeah there's a few of those here too,people,those,4.524906158447266
horrible crime.,things,crime,8.656976699829102
the port was passing from hand to hand.,of,port,9.203808784484863
"jon stood, taking a last look at susan, and left.",then,and,1.8170573711395264
"in california, the client's rights to representation would be lost in certain administrative proceedings.",and,lost,12.44159984588623
"once darkness falls, the water in the bay is filled with luminescent micro-organisms that glow when agitated.",the,the,1.7160742282867432
at the end he heaved a long sigh.,thank,long,4.191349983215332
a few long fairway shots away from josephine's birthplace at la pagerie is martinique's 18-hole public golf course.,',public,10.39134407043457
"however, not all critical processes will be new or unique to a specific weapon system.",the,however,8.011544227600098
"there are three other resorts along the strip, used almost exclusively by israeli citizens.",gaza,along,14.565258979797363
"nonetheless, becoming more efficient is not enough to remain competitive.",more,nonetheless,11.1658296585083
"dining room, bar.",room,room,0.4969368875026703
"tradition says that a woman wiped the sweaty, bloody face of jesus here and an imprint was left on the cloth.",##n,and,2.5816073417663574
right knowledge at the right time.,no,right,6.433652877807617
that should really stir things up.,help,really,6.021639823913574
"well before the fall of communism, congress passed comprehensive sanctions against the apartheid regime in south africa.",and,south,14.112353324890137
a piece suggests that americans are not seduced by republican offers of a generous federal tax cut.,and,of,6.4264068603515625
most eds provide very limited alcohol services.,they,most,6.1687116622924805
yeah those are few and far between though,",",those,10.691610336303711
"in such cases, the reason for not including the agency comments will be stated in the report.",',including,10.074780464172363
"'and no, i'm not going to kill you. possibly.'",me,no,5.0635223388671875
an additional reporting standard for financial audits conducted in accordance with gagas ,.,an,5.982576370239258
"even if you're a linguistic dud, try to learn a handful of italian words or expressions.",-,of,6.123867988586426
especially around bonus time,this,bonus,11.418221473693848
jon caught adrin's rapier tip in the points of the falcon wings of his rapier's guard.,##da,s,9.850143432617188
why open a gas station if nobody has a car?),.,why,5.679653167724609
i heard a thump.,then,i,10.06594181060791
a curious competition is held in wasdale each november.,and,held,11.55586051940918
the mandrake overseer had started ponderously toward him.,##r,##r,0.21791435778141022
last week's  whew!,week,',1.5797135829925537
"in 1999, an additional 100 paintings were added to the collection.",',additional,12.759512901306152
good idea,good,good,2.567899227142334
i could only hope that we had enough time to clear the blast radius.,##le,had,11.300722122192383
north she would be captured by the eye.,.,captured,17.970022201538086
yeah and that's that's funny you're in human resources and i'm in uh health and safety,and,uh,13.704862594604492
"in january of each year, lsc distributes a case review form.",.,year,9.519474029541016
which provided the additional funding.,received,provided,1.9404373168945312
a ten-minute walk east on belford road brings you to two important art galleries.,.,road,10.887285232543945
the carriage creaked and groaned in protest; the whole thing wavering with stress.,-,creaked,9.82838249206543
"and what about floods in north dakota and iowa or fires in oakland, calif., and daytona beach, fla.?",in,.,4.08404541015625
"listen, mister kirby, iffen you rode with th' rebs, you better keep your lip buttoned up when th' blue bellies hit town.",to,button,13.844132423400879
yeah i think that'll be fun so we're going to try to do that like on a three day weekend go there and,##bu,to,9.720086097717285
he fought his fastest but nothing got through.,he,he,0.2151705026626587
they immediately began work on the formidable fortifications for which the city is still famous.,became,still,8.047346115112305
"company being wound up, they say.",wound,company,10.965152740478516
yes yeah maybe we do not want those people voting,",",maybe,10.526476860046387
centrelink is a one-stop shop that pays a variety of australian government benefits.,few,of,3.5878281593322754
right they have a hundred dollars to spend in december i know what you mean,what,what,0.29466137290000916
um i'm north of pittsburgh so,s,m,3.9984114170074463
"as a share of gdp, federal taxes have been roughly stable under clinton.",and,clinton,18.21210479736328
"posters, portraits, easel-sketches.",landscapes,posters,6.671657085418701
the economy could be still better.,the,the,0.19285184144973755
the value of compounding-how money saved can grow over time.,',money,12.406282424926758
there are a lot of people that are not guilty that's in jail,a,are,8.586215019226074
the design for the new building was the subject of a competition won by spanish architect and designer enric miralles.,',the,4.159577369689941
injury as a motivator to reduce drinking.,',to,4.891978740692139
the others looked to jon.,never,others,8.327035903930664
the crowd murmured and whispered when they caught sight of the jewels in the sword's twisted hand-guard.,green,crowd,8.700000762939453
yeah something to do extracurricular activity,.,##cu,21.6829833984375
its interior chamber was found to contain a red granite sarcophagus.,ec,to,4.630982398986816
"critical infrastructure  significant homeland security challenges need to be addressed (gao-02-918t, july 9, 2002).",',significant,11.419265747070312
consider the united states postal service.,united,united,0.02991587482392788
of the original data and analyses and problems in verifying their quality (hoaglin et al.,.,et,18.7581844329834
", data for  information strategies for",.,information,8.713902473449707
"i wonder whether, after all, you know as much as we think? he said softly.",what,i,6.658905506134033
"generally, lc mail is lighter than ao mail.",better,lighter,4.819610595703125
the room was as she had left it.,',as,9.425676345825195
right and you know there's not going to be those adding mistakes that we all make,',there,7.673043251037598
"the naacp's fort worth justice project will get $49,000.",of,000,8.410394668579102
pete stark is leading a crusade to stop the practice.,.,the,7.606566905975342
no one has even been seriously injured at the ufc.,.,no,10.665977478027344
